id,name,website,fax,industry,lead_provide_by,description,lead_source,lead_status,assign_to,assign_by,created_at,updated_at
1338,"YAF Products Corp",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:36.000000Z,2026-06-19T01:22:36.000000Z
1339,"Manhattan Trophy & Promo",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:36.000000Z,2026-06-19T01:22:36.000000Z
1340,"Pam's Promos.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:37.000000Z,2026-06-19T01:22:37.000000Z
1341,"Co Specialty Ad Pros",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:37.000000Z,2026-06-19T01:22:37.000000Z
1342,MisprintMisfit,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:37.000000Z,2026-06-19T01:22:37.000000Z
1343,"F5 Branding Co.  ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:38.000000Z,2026-06-19T01:22:38.000000Z
1344,"Marcel CreativesMarcel Creatives",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:38.000000Z,2026-06-19T01:22:38.000000Z
1345,"Sunset Glass Tinting",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:38.000000Z,2026-06-19T01:22:38.000000Z
1346,"Poole Bay Holdings",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:39.000000Z,2026-06-19T01:22:39.000000Z
1347,"Patty Wack Apparel",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:39.000000Z,2026-06-19T01:22:39.000000Z
1348,"A.N.D Design Studio",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:39.000000Z,2026-06-19T01:22:39.000000Z
1349,"Hartford Sign & Design",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:40.000000Z,2026-06-19T01:22:40.000000Z
1350,"Minuteman Press Pompano Beach",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:40.000000Z,2026-06-19T01:22:40.000000Z
1351,"Javis Taylor800 Olive St",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:41.000000Z,2026-06-19T01:22:41.000000Z
1352,"GAMALI LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:41.000000Z,2026-06-19T01:22:41.000000Z
1353,"Outland Productions LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:41.000000Z,2026-06-19T01:22:41.000000Z
1354,"Max Potential",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:42.000000Z,2026-06-19T01:22:42.000000Z
1355,"Image Impact INC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:42.000000Z,2026-06-19T01:22:42.000000Z
1356,"Premier Repro & Print Limited ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:43.000000Z,2026-06-19T01:22:43.000000Z
1357,"Far From Stock",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:43.000000Z,2026-06-19T01:22:43.000000Z
1358,"Combined Sales",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:44.000000Z,2026-06-19T01:22:44.000000Z
1359,"American Solutions for Business -",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:44.000000Z,2026-06-19T01:22:44.000000Z
1360,"ViaTech Publishing Solutions",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:44.000000Z,2026-06-19T01:22:44.000000Z
1361,"Woodlands Trophies",www.woodlandstrophies.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:44.000000Z,2026-06-19T01:22:44.000000Z
1362,Blackstone-Graphics,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:45.000000Z,2026-06-19T01:22:45.000000Z
1363,"Interno Imaging",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:45.000000Z,2026-06-19T01:22:45.000000Z
1364,"Tri City Tees Screen Ptg",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:46.000000Z,2026-06-19T01:22:46.000000Z
1365,"Everything In Printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:46.000000Z,2026-06-19T01:22:46.000000Z
1366,"MEDLEY XPRESS LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:47.000000Z,2026-06-19T01:22:47.000000Z
1367,"Epic Apparel",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:47.000000Z,2026-06-19T01:22:47.000000Z
1368,"Xtreme Cleaning ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:47.000000Z,2026-06-19T01:22:47.000000Z
1369,"Biderman ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:48.000000Z,2026-06-19T01:22:48.000000Z
1370,"Mailing Pros",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:48.000000Z,2026-06-19T01:22:48.000000Z
1371,"Signs 239, LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:48.000000Z,2026-06-19T01:22:48.000000Z
1372,"Intense Custom Designs LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:49.000000Z,2026-06-19T01:22:49.000000Z
1373,madleyexllc,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:49.000000Z,2026-06-19T01:22:49.000000Z
1374,"Calling Rock Systems",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:50.000000Z,2026-06-19T01:22:50.000000Z
1375,"K&M Sports",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:50.000000Z,2026-06-19T01:22:50.000000Z
1376,"Steve's Sports Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:51.000000Z,2026-06-19T01:22:51.000000Z
1377,"Empire Ink and Thread",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:51.000000Z,2026-06-19T01:22:51.000000Z
1378,"VANDYK MORTGAGE",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:51.000000Z,2026-06-19T01:22:51.000000Z
1379,"JRB Gelato",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:52.000000Z,2026-06-19T01:22:52.000000Z
1380,"Diversified Products USA",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:52.000000Z,2026-06-19T01:22:52.000000Z
1381,"Boldman Printing LLC  ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:52.000000Z,2026-06-19T01:22:52.000000Z
1382,"Atelier Sisi",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:53.000000Z,2026-06-19T01:22:53.000000Z
1383,"Smiley Graphics & Promotions",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:53.000000Z,2026-06-19T01:22:53.000000Z
1384,"Bourbon & Bloom Printing, llc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:54.000000Z,2026-06-19T01:22:54.000000Z
1385,"MDG Stitches LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:54.000000Z,2026-06-19T01:22:54.000000Z
1386,"Modesto Signs Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:54.000000Z,2026-06-19T01:22:54.000000Z
1387,"Mavao Studio",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:54.000000Z,2026-06-19T01:22:54.000000Z
1388,"Digital Color Technologies",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:55.000000Z,2026-06-19T01:22:55.000000Z
1389,"Mixtape Marketing Group dba Minuteman Press",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:55.000000Z,2026-06-19T01:22:55.000000Z
1390,"Henderson Printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:55.000000Z,2026-06-19T01:22:55.000000Z
1391,"AUSTIN PREMIUMS LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:55.000000Z,2026-06-19T01:22:55.000000Z
1392,"Del Valle Design & Imaging",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:56.000000Z,2026-06-19T01:22:56.000000Z
1393,"Tootie's mom",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:56.000000Z,2026-06-19T01:22:56.000000Z
1394,"Nanny's Creative Design, LLC.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:57.000000Z,2026-06-19T01:22:57.000000Z
1395,"W.P.M. Solutions LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:57.000000Z,2026-06-19T01:22:57.000000Z
1396,"JOY MARKETING SOLUTIONS",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:57.000000Z,2026-06-19T01:22:57.000000Z
1397,"Print 2 Prosper",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:58.000000Z,2026-06-19T01:22:58.000000Z
1398,"Dirt Societu",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:58.000000Z,2026-06-19T01:22:58.000000Z
1399,"Creative Screen Printing and Embroidery",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:58.000000Z,2026-06-19T01:22:58.000000Z
1400,"One Off Marketing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:59.000000Z,2026-06-19T01:22:59.000000Z
1401,"All-out screen printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:59.000000Z,2026-06-19T01:22:59.000000Z
1402,"digital photo graphic",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:00.000000Z,2026-06-19T01:23:00.000000Z
1403,"Uptimize Design LLC.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:00.000000Z,2026-06-19T01:23:00.000000Z
1404,"Nod Original Designs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:00.000000Z,2026-06-19T01:23:00.000000Z
1405,"T-Shirt Engineers ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:01.000000Z,2026-06-19T01:23:01.000000Z
1406,"Kingdom of Light Apparel LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:01.000000Z,2026-06-19T01:23:01.000000Z
1407,"National Advertising and Printing Corp.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:02.000000Z,2026-06-19T01:23:02.000000Z
1408,"BJ Promotions Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:02.000000Z,2026-06-19T01:23:02.000000Z
1409,"Snappy Print",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:03.000000Z,2026-06-19T01:23:03.000000Z
1410,"Fast Copy and Blue Print",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:03.000000Z,2026-06-19T01:23:03.000000Z
1411,"Colorado Christian University",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:04.000000Z,2026-06-19T01:23:04.000000Z
1412,"FastSigns Northlake-Tucker",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:04.000000Z,2026-06-19T01:23:04.000000Z
1413,"Frederick Dwayne Williams Jr (INDIVIDUAL)",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:04.000000Z,2026-06-19T01:23:04.000000Z
1414,"Patterson Graphics",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:04.000000Z,2026-06-19T01:23:04.000000Z
1415,"INK Saint Louis",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:05.000000Z,2026-06-19T01:23:05.000000Z
1416,"The Tshirt Guys",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:05.000000Z,2026-06-19T01:23:05.000000Z
1417,"S&S Promotional Group",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:05.000000Z,2026-06-19T01:23:05.000000Z
1418,SourcePromo,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:06.000000Z,2026-06-19T01:23:06.000000Z
1419,"Abundant Design",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:06.000000Z,2026-06-19T01:23:06.000000Z
1420,"3rd Eye Ink",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:07.000000Z,2026-06-19T01:23:07.000000Z
1421,"Julia and Associates Team",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:07.000000Z,2026-06-19T01:23:07.000000Z
1422,"Von Sign Company Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:08.000000Z,2026-06-19T01:23:08.000000Z
1423,"Vernon J. Petri & Associates",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:08.000000Z,2026-06-19T01:23:08.000000Z
1424,"Global Signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:08.000000Z,2026-06-19T01:23:08.000000Z
1425,"Coastside Printers",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:09.000000Z,2026-06-19T01:23:09.000000Z
1426,"Fall Brook adverstisement",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:09.000000Z,2026-06-19T01:23:09.000000Z
1427,"American Solutions for Business - Ryan",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:10.000000Z,2026-06-19T01:23:10.000000Z
1428,"Exceed Applied Graphics",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:10.000000Z,2026-06-19T01:23:10.000000Z
1429,"Swayve Studio",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:10.000000Z,2026-06-19T01:23:10.000000Z
1430,"FASTSIGNS of Ft Lauderdale, FL",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:11.000000Z,2026-06-19T01:23:11.000000Z
1431,"Fastsigns - Laura Raines",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:12.000000Z,2026-06-19T01:23:12.000000Z
1432,"American Solutions for Business - Monte ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:12.000000Z,2026-06-19T01:23:12.000000Z
1433,"americanbus-AMY   KOVACH",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:12.000000Z,2026-06-19T01:23:12.000000Z
1434,"MZ Signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:13.000000Z,2026-06-19T01:23:13.000000Z
1435,Liquimix,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:13.000000Z,2026-06-19T01:23:13.000000Z
1436,"Design & Label",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:14.000000Z,2026-06-19T01:23:14.000000Z
1437,"USA Digital",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:14.000000Z,2026-06-19T01:23:14.000000Z
1438,"PHLI WEAR LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:14.000000Z,2026-06-19T01:23:14.000000Z
1439,"Dual Desires LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:15.000000Z,2026-06-19T01:23:15.000000Z
1440,"Signarama of Decatur",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:15.000000Z,2026-06-19T01:23:15.000000Z
1441,"THE BALLYHOO GROUP",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:16.000000Z,2026-06-19T01:23:16.000000Z
1442,"Printworld Limited",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:16.000000Z,2026-06-19T01:23:16.000000Z
1443,"creation by lou",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:17.000000Z,2026-06-19T01:23:17.000000Z
1444,"The 99",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:17.000000Z,2026-06-19T01:23:17.000000Z
1445,"Silverback Sports LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:18.000000Z,2026-06-19T01:23:18.000000Z
1446,kmdezines,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:18.000000Z,2026-06-19T01:23:18.000000Z
1447,"Morris Group, LLC + Stryker-Munley Group Knoxville",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:18.000000Z,2026-06-19T01:23:18.000000Z
1448,"Simply The Best Promotions.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:18.000000Z,2026-06-19T01:23:18.000000Z
1449,"Flagsource Southeast Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:19.000000Z,2026-06-19T01:23:19.000000Z
1450,"Jackson Hafemeister - INDIVIDUAL ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:19.000000Z,2026-06-19T01:23:19.000000Z
1451,"Next Gen AZ LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:19.000000Z,2026-06-19T01:23:19.000000Z
1452,"Bulldog Marketing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:19.000000Z,2026-06-19T01:23:19.000000Z
1453,"SpeedPro Norcross",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:20.000000Z,2026-06-19T01:23:20.000000Z
1454,"DFW PRINT LAB",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:20.000000Z,2026-06-19T01:23:20.000000Z
1455,anthonyjmedina,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:20.000000Z,2026-06-19T01:23:20.000000Z
1456,"Competitive Ink",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:20.000000Z,2026-06-19T01:23:20.000000Z
1457,"Classic Embroidery by Mary",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:21.000000Z,2026-06-19T01:23:21.000000Z
1458,"Aspen & Oak Collective",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:23:21.000000Z,2026-06-19T01:23:21.000000Z
1459,"JC Special T  LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:21.000000Z,2026-06-19T01:23:21.000000Z
1460,"Atila Media LLC.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:22.000000Z,2026-06-19T01:23:22.000000Z
1461,"Red 5 printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:22.000000Z,2026-06-19T01:23:22.000000Z
1462,"Image 360 Shrewsbury",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:23.000000Z,2026-06-19T01:23:23.000000Z
1463,"American Solutions for Business - Vien ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:23.000000Z,2026-06-19T01:23:23.000000Z
1464,"American Solutions for Business - Alex",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:24.000000Z,2026-06-19T01:23:24.000000Z
1465,"Lesli VanBuskirk",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:24.000000Z,2026-06-19T01:23:24.000000Z
1466,sign11,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:24.000000Z,2026-06-19T01:23:24.000000Z
1467,"LA Prints and Promos",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:24.000000Z,2026-06-19T01:23:24.000000Z
1468,"Skunkworks HQ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:25.000000Z,2026-06-19T01:23:25.000000Z
1469,"Premier Industrial Supply",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:25.000000Z,2026-06-19T01:23:25.000000Z
1470,"Precision ThreadWorks LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:25.000000Z,2026-06-19T01:23:25.000000Z
1471,"T N Hooks Sign Shop",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:25.000000Z,2026-06-19T01:23:25.000000Z
1472,T-Shirtmakers.com,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:26.000000Z,2026-06-19T01:23:26.000000Z
1473,"FastFrame #561",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:26.000000Z,2026-06-19T01:23:26.000000Z
1474,"KOLCUN INSURANCE AGENCY",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:26.000000Z,2026-06-19T01:23:26.000000Z
1475,"Cascade Financial Services",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:27.000000Z,2026-06-19T01:23:27.000000Z
1476,"KH Promotional Group, LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:27.000000Z,2026-06-19T01:23:27.000000Z
1477,"J & D Custom Embroidery & Screen Printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:28.000000Z,2026-06-19T01:23:28.000000Z
1478,"nVIUS Graphics, Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:28.000000Z,2026-06-19T01:23:28.000000Z
1479,"MalysonCo ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:28.000000Z,2026-06-19T01:23:28.000000Z
1480,"Jaden Printing Services",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:28.000000Z,2026-06-19T01:23:28.000000Z
1481,"So Chill Media LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:29.000000Z,2026-06-19T01:23:29.000000Z
1482,"Punch Creative LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:29.000000Z,2026-06-19T01:23:29.000000Z
1483,"Vital Signs USA",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:30.000000Z,2026-06-19T01:23:30.000000Z
1484,"Onsite Apparel",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:30.000000Z,2026-06-19T01:23:30.000000Z
1485,"Golati Sports.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:31.000000Z,2026-06-19T01:23:31.000000Z
1486,"H3 Customs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:31.000000Z,2026-06-19T01:23:31.000000Z
1487,"Green Day Landscaping",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:32.000000Z,2026-06-19T01:23:32.000000Z
1488,"Hi-Voltage Productions",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:32.000000Z,2026-06-19T01:23:32.000000Z
1489,"Image360 Round Rock",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:33.000000Z,2026-06-19T01:23:33.000000Z
1490,"Promotional Solutions LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:33.000000Z,2026-06-19T01:23:33.000000Z
1491,"Magnolia Promotions",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:34.000000Z,2026-06-19T01:23:34.000000Z
1492,"ANG Printing ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:34.000000Z,2026-06-19T01:23:34.000000Z
1493,"ArtWorks of Northwood",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:34.000000Z,2026-06-19T01:23:34.000000Z
1494,"C & C Custom Shop",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:35.000000Z,2026-06-19T01:23:35.000000Z
1495,"Mallof Enterprises ",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:35.000000Z,2026-06-19T01:23:35.000000Z
1496,"Mike Rodriguez Individual",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:23:36.000000Z,2026-06-19T01:23:36.000000Z
1497,"Blue Square Branding & Clear Images LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:36.000000Z,2026-06-19T01:23:36.000000Z
1498,"TNL Promotions",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:37.000000Z,2026-06-19T01:23:37.000000Z
1499,"Mayfield Events",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:37.000000Z,2026-06-19T01:23:37.000000Z
1500,"ATL CNC ARCHITECTURAL PRODUCTS LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:37.000000Z,2026-06-19T01:23:37.000000Z
1501,"President at Ferguson Specialties Inc.",www.fergusonspecialties.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:37.000000Z,2026-06-19T01:23:37.000000Z
1502,"Allen's Power Equipment",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:38.000000Z,2026-06-19T01:23:38.000000Z
1503,"2101 october court Loris, SC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:38.000000Z,2026-06-19T01:23:38.000000Z
1504,"Golden Dog Advertising LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:38.000000Z,2026-06-19T01:23:38.000000Z
1505,"Ink & Beam Creations",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:39.000000Z,2026-06-19T01:23:39.000000Z
1506,"Subzi Mandi",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:39.000000Z,2026-06-19T01:23:39.000000Z
1507,FranApCo,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:39.000000Z,2026-06-19T01:23:39.000000Z
1508,"BlackBird Dsigns",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:23:40.000000Z,2026-06-19T01:23:40.000000Z
1509,"Brand Lab Gear",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:40.000000Z,2026-06-19T01:23:40.000000Z
1510,"Footprint Promotioms",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:23:41.000000Z,2026-06-19T01:23:41.000000Z
1511,"Saguaro Supply Co.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:41.000000Z,2026-06-19T01:23:41.000000Z
1512,"Signarama-Gady Ginzburg",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:42.000000Z,2026-06-19T01:23:42.000000Z
1513,"Signs Now Nashville",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:42.000000Z,2026-06-19T01:23:42.000000Z
1514,flipsix,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:43.000000Z,2026-06-19T01:23:43.000000Z
1515,"Gillies signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:43.000000Z,2026-06-19T01:23:43.000000Z
1516,"Nassau Candy",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:43.000000Z,2026-06-19T01:23:43.000000Z
1517,"Tray Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:44.000000Z,2026-06-19T01:23:44.000000Z
1518,Cheyenne,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:44.000000Z,2026-06-19T01:23:44.000000Z
1519,"Star Sports",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:44.000000Z,2026-06-19T01:23:44.000000Z
1520,"The M516 Group",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:45.000000Z,2026-06-19T01:23:45.000000Z
1521,"Time Out Sportswear",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:45.000000Z,2026-06-19T01:23:45.000000Z
1522,"ONE OFF Printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:46.000000Z,2026-06-19T01:23:46.000000Z
1523,"Autograph Customs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:46.000000Z,2026-06-19T01:23:46.000000Z
1524,"PHAN Collective Entertainment",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:23:47.000000Z,2026-06-19T01:23:47.000000Z
